key_path,value,namespace,section,duplicate_count,classification,phase_a_remappable,proposed_new_key
sections.newsletter.blocks.paragraph.settings.paragraph.default,<p>Be the first to know about new collections and exclusive offers.</p>,sections,newsletter,1,Section-specific,no,
sections.newsletter.name,Email signup,sections,newsletter,4,Shared (excluded — merchant/content/info/preset),no,
sections.newsletter.presets.name,Email signup,sections,newsletter,4,Shared (excluded — merchant/content/info/preset),no,
sections.newsletter.settings.paragraph.content,Signups add [customer profiles](https://help.shopify.com/manual/customers/manage-customers),sections,newsletter,3,Merge Candidate,no,
sections.page.name,Page,sections,page,6,Shared (excluded — merchant/content/info/preset),no,
sections.page.presets.name,Page,sections,page,6,Shared (excluded — merchant/content/info/preset),no,
sections.quick-order-list.name,Quick order list,sections,quick-order-list,2,Merge Candidate,no,
sections.quick-order-list.presets.name,Quick order list,sections,quick-order-list,2,Merge Candidate,no,
sections.quick-order-list.settings.show_image.label,Images,sections,quick-order-list,1,Section-specific,no,
sections.quick-order-list.settings.show_sku.label,SKUs,sections,quick-order-list,1,Section-specific,no,
sections.quick-order-list.settings.variants_per_page.label,Variants per page,sections,quick-order-list,1,Section-specific,no,
sections.related-products.name,Related products,sections,related-products,3,Shared (excluded — merchant/content/info/preset),no,
sections.related-products.settings.columns_mobile.options__1.label,1,sections,related-products,9,Section-specific (literal),no,
sections.related-products.settings.columns_mobile.options__2.label,2,sections,related-products,9,Section-specific (literal),no,
sections.related-products.settings.header__2.content,Product card,sections,related-products,5,Shared (excluded — merchant/content/info/preset),no,
sections.related-products.settings.paragraph__1.content,Related products can be managed in the [Search & Discovery app](https://help.shopify.com/manual/online-store/search-and-discovery/product-recommendations),sections,related-products,1,Section-specific,no,
sections.related-products.settings.paragraph__1.default,You may also like,sections,related-products,1,Section-specific,no,
sections.related-products.settings.show_rating.info,An app is required for product ratings. [Learn more](https://help.shopify.com/manual/online-store/themes/customizing-themes/add-product-recommendations),sections,related-products,1,Section-specific,no,
sections.rich-text.blocks.buttons.name,Buttons,sections,rich-text,7,Shared (excluded — merchant/content/info/preset),no,
sections.rich-text.blocks.buttons.settings.button_label_1.default,Button label,sections,rich-text,9,Shared (excluded — merchant/content/info/preset),no,
sections.rich-text.blocks.buttons.settings.button_label_1.info,Leave blank to hide,sections,rich-text,8,Shared (excluded — merchant/content/info/preset),no,
sections.rich-text.blocks.buttons.settings.button_label_2.info,Leave label blank to hide,sections,rich-text,1,Section-specific,no,
sections.rich-text.blocks.buttons.settings.header_button1.content,Button 1,sections,rich-text,2,Shared (excluded — merchant/content/info/preset),no,
sections.rich-text.blocks.buttons.settings.header_button2.content,Button 2,sections,rich-text,2,Shared (excluded — merchant/content/info/preset),no,
sections.rich-text.blocks.caption.name,Caption,sections,rich-text,5,Shared (excluded — merchant/content/info/preset),no,
sections.rich-text.blocks.caption.settings.text.default,Add a tagline,sections,rich-text,2,Shared (excluded — merchant/content/info/preset),no,
sections.rich-text.blocks.heading.name,Heading,sections,rich-text,18,Shared (excluded — merchant/content/info/preset),no,
sections.rich-text.blocks.heading.settings.heading.default,Talk about your brand,sections,rich-text,1,Section-specific,no,
sections.rich-text.blocks.text.name,Text,sections,rich-text,20,Shared (excluded — merchant/content/info/preset),no,
sections.rich-text.blocks.text.settings.text.default,"<p>Share information about your brand with your customers. Describe a product, make announcements, or welcome customers to your store.</p>",sections,rich-text,1,Section-specific,no,
sections.rich-text.name,Rich text,sections,rich-text,5,Shared (excluded — merchant/content/info/preset),no,
sections.rich-text.presets.name,Rich text,sections,rich-text,5,Shared (excluded — merchant/content/info/preset),no,
sections.slideshow.blocks.slide.name,Slide,sections,slideshow,3,Shared (excluded — merchant/content/info/preset),no,
sections.slideshow.blocks.slide.settings.button_label.default,Button label,sections,slideshow,9,Shared (excluded — merchant/content/info/preset),no,
sections.slideshow.blocks.slide.settings.button_label.info,Leave blank to hide,sections,slideshow,8,Shared (excluded — merchant/content/info/preset),no,
sections.slideshow.blocks.slide.settings.header_button.content,Button,sections,slideshow,4,Shared (excluded — merchant/content/info/preset),no,
sections.slideshow.blocks.slide.settings.header_layout.content,Layout,sections,slideshow,11,Shared (excluded — merchant/content/info/preset),no,
sections.slideshow.blocks.slide.settings.header_text.content,Text,sections,slideshow,20,Shared (excluded — merchant/content/info/preset),no,
sections.slideshow.blocks.slide.settings.heading.default,Image slide,sections,slideshow,1,Section-specific,no,
sections.slideshow.blocks.slide.settings.subheading.default,Tell your brand's story through images,sections,slideshow,1,Section-specific,no,
sections.slideshow.blocks.slide.settings.text_alignment_mobile.label,Mobile content alignment,sections,slideshow,1,Section-specific,no,
sections.slideshow.name,Slideshow,sections,slideshow,2,Merge Candidate,no,
sections.slideshow.presets.name,Slideshow,sections,slideshow,2,Merge Candidate,no,
sections.slideshow.settings.accessibility.content,Accessibility,sections,slideshow,2,Shared (excluded — merchant/content/info/preset),no,
sections.slideshow.settings.accessibility.default,Slideshow about our brand,sections,slideshow,1,Section-specific,no,
sections.slideshow.settings.accessibility.info,Describe the slideshow for those using screen readers,sections,slideshow,1,Section-specific,no,
sections.slideshow.settings.accessibility.label,Slideshow description,sections,slideshow,1,Section-specific,no,
sections.slideshow.settings.auto_rotate.label,Auto rotate slides,sections,slideshow,1,Section-specific,no,
sections.slideshow.settings.change_slides_speed.label,Change slides every,sections,slideshow,1,Section-specific,no,
sections.slideshow.settings.mobile.content,Mobile layout,sections,slideshow,8,Shared (excluded — merchant/content/info/preset),no,
sections.video.name,Video,sections,video,7,Shared (excluded — merchant/content/info/preset),no,
sections.video.presets.name,Video,sections,video,7,Shared (excluded — merchant/content/info/preset),no,
sections.video.settings.description.info,Describe the video for those using screen readers,sections,video,1,Section-specific,no,
sections.video.settings.header__1.content,Shopify-hosted video,sections,video,3,Shared (excluded — merchant/content/info/preset),no,
sections.video.settings.header__2.content,Or embed video from URL,sections,video,1,Section-specific,no,
sections.video.settings.header__3.content,Layout,sections,video,11,Shared (excluded — merchant/content/info/preset),no,
sections.video.settings.heading.default,Video,sections,video,7,Shared (excluded — merchant/content/info/preset),no,
sections.video.settings.paragraph.content,Shows when no Shopify-hosted video is selected,sections,video,1,Section-specific,no,
sections.video.settings.video_url.info,Use a YouTube or Vimeo URL,sections,video,2,Shared (excluded — merchant/content/info/preset),no,
settings_schema.animations.name,Animations,settings_schema,animations,1,Section-specific,no,
settings_schema.animations.settings.animations_hover_elements.info,Affects cards and buttons,settings_schema,animations,1,Section-specific,no,
settings_schema.animations.settings.animations_hover_elements.label,Hover effect,settings_schema,animations,3,Shared (excluded — merchant/content/info/preset),no,
settings_schema.animations.settings.animations_hover_elements.options__1.label,None,settings_schema,animations,5,Shared (excluded — merchant/content/info/preset),no,
settings_schema.animations.settings.animations_hover_elements.options__2.label,Vertical lift,settings_schema,animations,1,Section-specific,no,
settings_schema.animations.settings.animations_hover_elements.options__3.label,3D lift,settings_schema,animations,1,Section-specific,no,
settings_schema.animations.settings.animations_reveal_on_scroll.label,Reveal sections on scroll,settings_schema,animations,1,Section-specific,no,
settings_schema.badges.name,Badges,settings_schema,badges,1,Section-specific,no,
settings_schema.badges.settings.position.label,Position on cards,settings_schema,badges,1,Section-specific,no,
settings_schema.badges.settings.position.options__1.label,Bottom left,settings_schema,badges,3,Shared (excluded — merchant/content/info/preset),no,
settings_schema.badges.settings.position.options__2.label,Bottom right,settings_schema,badges,3,Shared (excluded — merchant/content/info/preset),no,
settings_schema.badges.settings.position.options__3.label,Top left,settings_schema,badges,3,Shared (excluded — merchant/content/info/preset),no,
settings_schema.badges.settings.position.options__4.label,Top right,settings_schema,badges,3,Shared (excluded — merchant/content/info/preset),no,
settings_schema.badges.settings.sale_badge_color_scheme.label,Sale badge color scheme,settings_schema,badges,1,Section-specific,no,
settings_schema.badges.settings.sold_out_badge_color_scheme.label,Sold out badge color scheme,settings_schema,badges,1,Section-specific,no,
settings_schema.blog_cards.name,Blog cards,settings_schema,blog_cards,1,Section-specific,no,
settings_schema.blog_cards.settings.style.label,Style,settings_schema,blog_cards,5,Shared (excluded — merchant/content/info/preset),no,
settings_schema.blog_cards.settings.style.options__1.label,Standard,settings_schema,blog_cards,6,Shared (excluded — merchant/content/info/preset),no,
